"polozka","mesic","cena","polozka_kod","idhod"
"Pečivo pšeničné bílé [1 kg]","2024-07","64.60","0111303","1307440562"
"Pečivo pšeničné bílé [1 kg]","2024-08","64.67","0111303","1327447875"
"Pečivo pšeničné bílé [1 kg]","2024-09","64.94","0111303","1337635837"
"Pečivo pšeničné bílé [1 kg]","2024-10","64.76","0111303","1344738594"
"Pečivo pšeničné bílé [1 kg]","2024-11","64.78","0111303","1349753163"
"Pšeničná mouka hladká [1 kg]","2010-01","8.41","0111201","1302919264"
"Pšeničná mouka hladká [1 kg]","2010-02","8.73","0111201","1303270447"
"Pšeničná mouka hladká [1 kg]","2010-03","8.38","0111201","1303270448"
"Pšeničná mouka hladká [1 kg]","2010-04","8.67","0111201","1303495068"
"Pšeničná mouka hladká [1 kg]","2010-05","8.50","0111201","1302919423"
"Pšeničná mouka hladká [1 kg]","2010-06","8.29","0111201","1303529997"
"Pšeničná mouka hladká [1 kg]","2010-07","7.99","0111201","1303072418"
"Pšeničná mouka hladká [1 kg]","2010-08","7.99","0111201","1303529998"
"Pšeničná mouka hladká [1 kg]","2010-09","8.59","0111201","1303046686"
"Pšeničná mouka hladká [1 kg]","2010-10","8.88","0111201","1302919424"
"Pšeničná mouka hladká [1 kg]","2010-11","10.03","0111201","1303529692"
"Pšeničná mouka hladká [1 kg]","2010-12","10.37","0111201","1302918813"
"Pšeničná mouka hladká [1 kg]","2011-01","10.71","0111201","1303383735"
"Pšeničná mouka hladká [1 kg]","2011-02","11.24","0111201","1302920520"
"Pšeničná mouka hladká [1 kg]","2011-03","11.24","0111201","1303530522"
"Pšeničná mouka hladká [1 kg]","2011-04","11.41","0111201","1303047231"
"Pšeničná mouka hladká [1 kg]","2011-05","11.83","0111201","1303530523"
"Pšeničná mouka hladká [1 kg]","2011-06","11.79","0111201","1303271032"
"Pšeničná mouka hladká [1 kg]","2011-07","11.62","0111201","1303271033"
"Pšeničná mouka hladká [1 kg]","2011-08","11.04","0111201","1302920521"
"Pšeničná mouka hladká [1 kg]","2011-09","11.24","0111201","1303270247"
"Pšeničná mouka hladká [1 kg]","2011-10","11.30","0111201","1302918875"
"Pšeničná mouka hladká [1 kg]","2011-11","11.57","0111201","1303494871"
"Pšeničná mouka hladká [1 kg]","2011-12","11.47","0111201","1303270248"
"Pšeničná mouka hladká [1 kg]","2012-01","11.56","0111201","1303270249"
"Pšeničná mouka hladká [1 kg]","2012-02","11.33","0111201","1303270795"
"Pšeničná mouka hladká [1 kg]","2012-03","11.33","0111201","1303495441"
"Pšeničná mouka hladká [1 kg]","2012-04","10.53","0111201","1303046993"
"Pšeničná mouka hladká [1 kg]","2012-05","10.63","0111201","1303271631"
"Pšeničná mouka hladká [1 kg]","2012-06","10.55","0111201","1303384048"
"Pšeničná mouka hladká [1 kg]","2012-07","10.56","0111201","1303271632"
"Pšeničná mouka hladká [1 kg]","2012-08","11.26","0111201","1303384049"
"Pšeničná mouka hladká [1 kg]","2012-09","11.75","0111201","1303047829"
"Pšeničná mouka hladká [1 kg]","2012-10","12.60","0111201","1302921793"
"Pšeničná mouka hladká [1 kg]","2012-11","12.85","0111201","1302921794"
"Pšeničná mouka hladká [1 kg]","2012-12","12.82","0111201","1303531145"
"Pšeničná mouka hladká [1 kg]","2013-01","13.33","0111201","1303047016"
"Pšeničná mouka hladká [1 kg]","2013-02","13.36","0111201","1303530337"
"Pšeničná mouka hladká [1 kg]","2013-03","13.48","0111201","1303383214"
"Pšeničná mouka hladká [1 kg]","2013-04","13.60","0111201","1303270815"
"Pšeničná mouka hladká [1 kg]","2013-05","13.68","0111201","1303530025"
"Pšeničná mouka hladká [1 kg]","2013-06","13.52","0111201","1302919476"
"Pšeničná mouka hladká [1 kg]","2013-07","13.14","0111201","1303046710"
"Pšeničná mouka hladká [1 kg]","2013-08","13.73","0111201","1302919477"
"Pšeničná mouka hladká [1 kg]","2013-09","13.52","0111201","1303494944"
"Pšeničná mouka hladká [1 kg]","2013-10","13.32","0111201","1303046472"
"Pšeničná mouka hladká [1 kg]","2013-11","13.07","0111201","1303072242"
"Pšeničná mouka hladká [1 kg]","2013-12","12.71","0111201","1303270330"
"Pšeničná mouka hladká [1 kg]","2014-01","13.37","0111201","1303494945"
"Pšeničná mouka hladká [1 kg]","2014-02","13.14","0111201","1302919039"
"Pšeničná mouka hladká [1 kg]","2014-03","13.39","0111201","1302919040"
"Pšeničná mouka hladká [1 kg]","2014-04","13.22","0111201","1303382649"
"Pšeničná mouka hladká [1 kg]","2014-05","12.80","0111201","1303383531"
"Pšeničná mouka hladká [1 kg]","2014-06","13.40","0111201","1303271141"
"Pšeničná mouka hladká [1 kg]","2014-07","13.11","0111201","1303073044"
"Pšeničná mouka hladká [1 kg]","2014-08","13.31","0111201","1303530338"
"Pšeničná mouka hladká [1 kg]","2014-09","13.42","0111201","1303383215"
"Pšeničná mouka hladká [1 kg]","2014-10","13.25","0111201","1303047017"
"Pšeničná mouka hladká [1 kg]","2014-11","13.27","0111201","1302920077"
"Pšeničná mouka hladká [1 kg]","2014-12","12.47","0111201","1302920078"
"Pšeničná mouka hladká [1 kg]","2015-01","12.75","0111201","1303382970"
"Pšeničná mouka hladká [1 kg]","2015-02","13.25","0111201","1303382971"
"Pšeničná mouka hladká [1 kg]","2015-03","13.33","0111201","1303072530"
"Pšeničná mouka hladká [1 kg]","2015-04","13.27","0111201","1303270618"
"Pšeničná mouka hladká [1 kg]","2015-05","12.88","0111201","1303046798"
"Pšeničná mouka hladká [1 kg]","2015-06","13.47","0111201","1303046799"
"Pšeničná mouka hladká [1 kg]","2015-07","12.89","0111201","1303495255"
"Pšeničná mouka hladká [1 kg]","2015-08","12.62","0111201","1303072243"
"Pšeničná mouka hladká [1 kg]","2015-09","12.13","0111201","1303530930"
"Pšeničná mouka hladká [1 kg]","2015-10","12.36","0111201","1303496057"
"Pšeničná mouka hladká [1 kg]","2015-11","11.41","0111201","1303383532"
"Pšeničná mouka hladká [1 kg]","2015-12","11.30","0111201","1303047330"
"Pšeničná mouka hladká [1 kg]","2016-01","11.36","0111201","1302920734"
"Pšeničná mouka hladká [1 kg]","2016-02","10.91","0111201","1303271142"
"Pšeničná mouka hladká [1 kg]","2016-03","11.19","0111201","1302920735"
"Pšeničná mouka hladká [1 kg]","2016-04","11.48","0111201","1303495768"
"Pšeničná mouka hladká [1 kg]","2016-05","11.22","0111201","1303383209"
"Pšeničná mouka hladká [1 kg]","2016-06","11.48","0111201","1303383210"
"Pšeničná mouka hladká [1 kg]","2016-07","11.40","0111201","1303072733"
"Pšeničná mouka hladká [1 kg]","2016-08","10.73","0111201","1303270914"
"Pšeničná mouka hladká [1 kg]","2016-09","11.39","0111201","1303047118"
"Pšeničná mouka hladká [1 kg]","2016-10","11.02","0111201","1303530436"
"Pšeničná mouka hladká [1 kg]","2016-11","10.74","0111201","1302919468"
"Pšeničná mouka hladká [1 kg]","2016-12","10.22","0111201","1302919677"
"Pšeničná mouka hladká [1 kg]","2017-01","11.43","0111201","1303073613"
"Pšeničná mouka hladká [1 kg]","2017-02","11.71","0111201","1302920249"
"Pšeničná mouka hladká [1 kg]","2017-03","11.16","0111201","1302920250"
"Pšeničná mouka hladká [1 kg]","2017-04","10.99","0111201","1303530408"
"Pšeničná mouka hladká [1 kg]","2017-05","11.39","0111201","1303495528"
"Pšeničná mouka hladká [1 kg]","2017-06","11.07","0111201","1303072808"
"Pšeničná mouka hladká [1 kg]","2017-07","11.30","0111201","1303270891"
"Pšeničná mouka hladká [1 kg]","2017-08","11.31","0111201","1302920251"
"Pšeničná mouka hladká [1 kg]","2017-09","11.68","0111201","1303046277"
"Pšeničná mouka hladká [1 kg]","2017-10","12.04","0111201","1303270130"
"Pšeničná mouka hladká [1 kg]","2017-11","11.77","0111201","1303072061"
"Pšeničná mouka hladká [1 kg]","2017-12","11.69","0111201","1302918627"
"Pšeničná mouka hladká [1 kg]","2018-01","11.88","0111201","1303270131"
"Pšeničná mouka hladká [1 kg]","2018-02","12.00","0111201","1303530918"
"Pšeničná mouka hladká [1 kg]","2018-03","11.87","0111201","1303073359"
"Pšeničná mouka hladká [1 kg]","2018-04","12.04","0111201","1303530919"
"Pšeničná mouka hladká [1 kg]","2018-05","11.31","0111201","1303530111"
"Pšeničná mouka hladká [1 kg]","2018-06","10.89","0111201","1302919681"
"Pšeničná mouka hladká [1 kg]","2018-07","11.59","0111201","1303270639"
"Pšeničná mouka hladká [1 kg]","2018-08","11.25","0111201","1303046816"
"Pšeničná mouka hladká [1 kg]","2018-09","11.47","0111201","1303270640"
"Pšeničná mouka hladká [1 kg]","2018-10","11.22","0111201","1303495275"
"Pšeničná mouka hladká [1 kg]","2018-11","10.85","0111201","1303495276"
"Pšeničná mouka hladká [1 kg]","2018-12","11.07","0111201","1302919682"
"Pšeničná mouka hladká [1 kg]","2019-01","11.41","0111201","1303383077"
"Pšeničná mouka hladká [1 kg]","2019-02","12.23","0111201","1303046892"
"Pšeničná mouka hladká [1 kg]","2019-03","12.37","0111201","1303383078"
"Pšeničná mouka hladká [1 kg]","2019-04","11.19","0111201","1303046893"
"Pšeničná mouka hladká [1 kg]","2019-05","11.39","0111201","1302919222"
"Pšeničná mouka hladká [1 kg]","2019-06","11.62","0111201","1302919223"
"Pšeničná mouka hladká [1 kg]","2019-07","11.44","0111201","1303529879"
"Pšeničná mouka hladká [1 kg]","2019-08","11.97","0111201","1302919224"
"Pšeničná mouka hladká [1 kg]","2019-09","12.11","0111201","1302920944"
"Pšeničná mouka hladká [1 kg]","2019-10","11.66","0111201","1302920945"
"Pšeničná mouka hladká [1 kg]","2019-11","12.25","0111201","1302920946"
"Pšeničná mouka hladká [1 kg]","2019-12","11.77","0111201","1303047429"
"Pšeničná mouka hladká [1 kg]","2020-01","11.86","0111201","1302920947"
"Pšeničná mouka hladká [1 kg]","2020-02","11.94","0111201","1302920948"
"Pšeničná mouka hladká [1 kg]","2020-03","12.35","0111201","1303383621"
"Pšeničná mouka hladká [1 kg]","2020-04","12.97","0111201","1302920949"
"Pšeničná mouka hladká [1 kg]","2020-05","12.82","0111201","1303382785"
"Pšeničná mouka hladká [1 kg]","2020-06","12.72","0111201","1303270449"
"Pšeničná mouka hladká [1 kg]","2020-07","12.21","0111201","1302919265"
"Pšeničná mouka hladká [1 kg]","2020-08","12.61","0111201","1303072087"
"Pšeničná mouka hladká [1 kg]","2020-09","12.38","0111201","1303270154"
"Pšeničná mouka hladká [1 kg]","2020-10","11.99","0111201","1303072088"
"Pšeničná mouka hladká [1 kg]","2020-11","12.05","0111201","1303494775"
"Pšeničná mouka hladká [1 kg]","2020-12","12.16","0111201","1303529614"
"Pšeničná mouka hladká [1 kg]","2021-01","12.11","0111201","1226073956"
"Pšeničná mouka hladká [1 kg]","2021-02","12.02","0111201","1226073967"
"Pšeničná mouka hladká [1 kg]","2021-03","11.96","0111201","1226073978"
"Pšeničná mouka hladká [1 kg]","2021-04","12.62","0111201","1226073989"
"Pšeničná mouka hladká [1 kg]","2021-05","12.51","0111201","1226074000"
"Pšeničná mouka hladká [1 kg]","2021-06","12.69","0111201","1226074011"
"Pšeničná mouka hladká [1 kg]","2021-07","12.70","0111201","1226074022"
"Pšeničná mouka hladká [1 kg]","2021-08","12.62","0111201","1226074034"
"Pšeničná mouka hladká [1 kg]","2021-09","12.09","0111201","1226074045"
"Pšeničná mouka hladká [1 kg]","2021-10","12.41","0111201","1226074056"
"Pšeničná mouka hladká [1 kg]","2021-11","12.95","0111201","1226074067"
"Pšeničná mouka hladká [1 kg]","2021-12","14.41","0111201","1226074078"
"Pšeničná mouka hladká [1 kg]","2022-01","15.00","0111201","1303383100"
"Pšeničná mouka hladká [1 kg]","2022-02","15.96","0111201","1303495373"
"Pšeničná mouka hladká [1 kg]","2022-03","16.31","0111201","1302919889"
"Pšeničná mouka hladká [1 kg]","2022-04","20.59","0111201","1303530217"
"Pšeničná mouka hladká [1 kg]","2022-05","22.20","0111201","1303530305"
"Pšeničná mouka hladká [1 kg]","2022-06","22.72","0111201","1302920034"
"Pšeničná mouka hladká [1 kg]","2022-07","22.10","0111201","1303046994"
"Pšeničná mouka hladká [1 kg]","2022-08","22.21","0111201","1303383180"
"Pšeničná mouka hladká [1 kg]","2022-09","21.21","0111201","1303046995"
"Pšeničná mouka hladká [1 kg]","2022-10","20.49","0111201","1303270796"
"Pšeničná mouka hladká [1 kg]","2022-11","20.06","0111201","1303072419"
"Pšeničná mouka hladká [1 kg]","2022-12","21.60","0111201","1302919425"
"Pšeničná mouka hladká [1 kg]","2023-01","22.16","0111201","1302921795"
"Pšeničná mouka hladká [1 kg]","2023-02","21.86","0111201","1303047532"
"Pšeničná mouka hladká [1 kg]","2023-03","22.38","0111201","1303383736"
"Pšeničná mouka hladká [1 kg]","2023-04","22.10","0111201","1303047533"
"Pšeničná mouka hladká [1 kg]","2023-05","22.14","0111201","1302921161"
"Pšeničná mouka hladká [1 kg]","2023-06","20.54","0111201","1303073252"
"Pšeničná mouka hladká [1 kg]","2023-07","19.39","0111201","1302921162"
"Pšeničná mouka hladká [1 kg]","2023-08","18.58","0111201","1303383737"
"Pšeničná mouka hladká [1 kg]","2023-09","17.58","0111201","1303046711"
"Pšeničná mouka hladká [1 kg]","2023-10","17.58","0111201","1303382886"
"Pšeničná mouka hladká [1 kg]","2023-11","16.94","0111201","1303530026"
"Pšeničná mouka hladká [1 kg]","2023-12","16.50","0111201","1303046712"
"Pšeničná mouka hladká [1 kg]","2024-01","16.04","0111201","1303072444"
"Pšeničná mouka hladká [1 kg]","2024-02","16.27","0111201","1303072173"
"Pšeničná mouka hladká [1 kg]","2024-03","15.11","0111201","1270013809"
"Pšeničná mouka hladká [1 kg]","2024-04","17.14","0111201","1282308252"
"Pšeničná mouka hladká [1 kg]","2024-05","17.23","0111201","1289788442"
"Pšeničná mouka hladká [1 kg]","2024-06","15.89","0111201","1301196703"
"Pšeničná mouka hladká [1 kg]","2024-07","16.13","0111201","1307440560"
"Pšeničná mouka hladká [1 kg]","2024-08","16.04","0111201","1327447873"
"Pšeničná mouka hladká [1 kg]","2024-09","15.52","0111201","1337635815"
"Pšeničná mouka hladká [1 kg]","2024-10","14.88","0111201","1344738592"
"Pšeničná mouka hladká [1 kg]","2024-11","14.70","0111201","1349753161"
"Těstoviny vaječné [1 kg]","2010-01","31.28","0111602","1302920096"
"Těstoviny vaječné [1 kg]","2010-02","31.62","0111602","1303047838"
"Těstoviny vaječné [1 kg]","2010-03","31.97","0111602","1303531153"
"Těstoviny vaječné [1 kg]","2010-04","31.03","0111602","1303271642"
"Těstoviny vaječné [1 kg]","2010-05","31.23","0111602","1303382468"
"Těstoviny vaječné [1 kg]","2010-06","32.01","0111602","1303072746"
"Těstoviny vaječné [1 kg]","2010-07","32.36","0111602","1303495473"
"Těstoviny vaječné [1 kg]","2010-08","31.94","0111602","1302920097"
"Těstoviny vaječné [1 kg]","2010-09","31.94","0111602","1302920098"
"Těstoviny vaječné [1 kg]","2010-10","32.79","0111602","1303495474"
"Těstoviny vaječné [1 kg]","2010-11","33.83","0111602","1303383332"
"Těstoviny vaječné [1 kg]","2010-12","33.33","0111602","1303072838"
"Těstoviny vaječné [1 kg]","2011-01","34.46","0111602","1303530448"
"Těstoviny vaječné [1 kg]","2011-02","35.04","0111602","1302920971"
"Těstoviny vaječné [1 kg]","2011-03","35.64","0111602","1302920972"
"Těstoviny vaječné [1 kg]","2011-04","35.13","0111602","1302920973"
"Těstoviny vaječné [1 kg]","2011-05","35.67","0111602","1302920331"
"Těstoviny vaječné [1 kg]","2011-06","36.06","0111602","1303072839"
"Těstoviny vaječné [1 kg]","2011-07","36.15","0111602","1303495560"
"Těstoviny vaječné [1 kg]","2011-08","34.99","0111602","1303383333"
"Těstoviny vaječné [1 kg]","2011-09","35.24","0111602","1303383334"
"Těstoviny vaječné [1 kg]","2011-10","35.89","0111602","1303496163"
"Těstoviny vaječné [1 kg]","2011-11","35.77","0111602","1303047738"
"Těstoviny vaječné [1 kg]","2011-12","35.88","0111602","1303047739"
"Těstoviny vaječné [1 kg]","2012-01","37.36","0111602","1302921608"
"Těstoviny vaječné [1 kg]","2012-02","36.34","0111602","1303271546"
"Těstoviny vaječné [1 kg]","2012-03","37.20","0111602","1303047740"
"Těstoviny vaječné [1 kg]","2012-04","37.60","0111602","1303531049"
"Těstoviny vaječné [1 kg]","2012-05","37.69","0111602","1302920974"
"Těstoviny vaječné [1 kg]","2012-06","38.55","0111602","1303381107"
"Těstoviny vaječné [1 kg]","2012-07","37.14","0111602","1303528187"
"Těstoviny vaječné [1 kg]","2012-08","37.78","0111602","1303496164"
"Těstoviny vaječné [1 kg]","2012-09","37.60","0111602","1303073498"
"Těstoviny vaječné [1 kg]","2012-10","38.53","0111602","1302921609"
"Těstoviny vaječné [1 kg]","2012-11","38.59","0111602","1302921610"
"Těstoviny vaječné [1 kg]","2012-12","38.52","0111602","1303271547"
"Těstoviny vaječné [1 kg]","2013-01","37.82","0111602","1302921611"
"Těstoviny vaječné [1 kg]","2013-02","39.27","0111602","1303268726"
"Těstoviny vaječné [1 kg]","2013-03","39.29","0111602","1303528189"
"Těstoviny vaječné [1 kg]","2013-04","40.55","0111602","1303070662"
"Těstoviny vaječné [1 kg]","2013-05","41.46","0111602","1303044974"
"Těstoviny vaječné [1 kg]","2013-06","41.46","0111602","1303044975"
"Těstoviny vaječné [1 kg]","2013-07","42.79","0111602","1302915963"
"Těstoviny vaječné [1 kg]","2013-08","42.21","0111602","1302921823"
"Těstoviny vaječné [1 kg]","2013-09","41.90","0111602","1303271644"
"Těstoviny vaječné [1 kg]","2013-10","42.23","0111602","1303383544"
